Ano,Código da Área,Área de Avaliação,Código da IES,Nome da IES,Sigla da IES,Organização Acadêmica,Categoria Administrativa,Código do Curso,Modalidade de Ensino,Código do Município,Município do Curso,Sigla da UF,Nº de Concluintes Inscritos,Nº  de Concluintes Participantes,Nota Bruta - FG,Nota Padronizada - FG,Nota Bruta - CE,Nota Padronizada - CE,Conceito Enade (Contínuo),Conceito Enade (Faixa),Observação
2017,1502,QUÍMICA (LICENCIATURA),56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,Universidade,Pública Estadual,66993,Educação Presencial,3541406,Presidente Prudente,SP,19,18,"60,5333","3,4899","45,8889","4,2484","4,0588",5,
2017,1502,QUÍMICA (LICENCIATURA),56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,Universidade,Pública Estadual,1212262,Educação Presencial,3549805,São José do Rio Preto,SP,21,21,"61,7238","3,6509","41,3619","3,5600","3,5827",4,
2017,1502,QUÍMICA (LICENCIATURA),57,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Universidade,Pública Estadual,99368,Educação Presencial,4115200,Maringá,PR,18,16,"52,8563","2,4517","39,2188","3,2341","3,0385",4,
2017,1502,QUÍMICA (LICENCIATURA),71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,Universidade,Pública Estadual,3573,Educação Presencial,2408003,Mossoró,RN,8,7,"52,2857","2,3746","30,5571","1,9170","2,0314",3,
2017,1502,QUÍMICA (LICENCIATURA),76,UNIVERSIDADE REGIONAL DE BLUMENAU,FURB,Universidade,Pública Municipal,3674,Educação Presencial,4202404,Blumenau,SC,4,4,"71,0000","4,9053","44,7000","4,0676","4,2770",5,
2017,1502,QUÍMICA (LICENCIATURA),95,UNIVERSIDADE ESTADUAL DO VALE DO ACARAÚ,UVA,Universidade,Pública Estadual,19493,Educação Presencial,2312908,Sobral,CE,59,49,"51,0061","2,2015","32,9429","2,2798","2,2602",3,
2017,1502,QUÍMICA (LICENCIATURA),107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,UFSJ,Universidade,Pública Federal,66727,Educação Presencial,3162500,São João del Rei,MG,31,24,"51,8167","2,3112","39,4875","3,2750","3,0340",4,
2017,1502,QUÍMICA (LICENCIATURA),137,UNIVERSIDADE DO SAGRADO CORAÇÃO,USC,Universidade,Privada sem fins lucrativos,85456,Educação Presencial,3506003,Bauru,SP,11,8,"44,6000","1,3352","29,2875","1,7240","1,6268",2,
2017,1502,QUÍMICA (LICENCIATURA),143,UNIVERSIDADE DE UBERABA,UNIUBE,Universidade,Privada sem fins lucrativos,88804,Educação a Distância,3170107,Uberaba,MG,212,184,"50,4022","2,1199","32,4527","2,2053","2,1839",3,
2017,1502,QUÍMICA (LICENCIATURA),150,UNIVERSIDADE DE SOROCABA,UNISO,Universidade,Privada sem fins lucrativos,75768,Educação Presencial,3552205,Sorocaba,SP,6,5,"51,5200","2,2710","41,9600","3,6510","3,3060",4,
2017,1502,QUÍMICA (LICENCIATURA),192,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SOUZA MARQUES,FFCLSM,Faculdade,Privada sem fins lucrativos,5352,Educação Presencial,3304557,Rio de Janeiro,RJ,9,9,"50,8556","2,1812","35,7000","2,6991","2,5696",3,
2017,1502,QUÍMICA (LICENCIATURA),221,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,Universidade,Privada com fins lucrativos,100459,Educação Presencial,3550308,São Paulo,SP,9,9,"47,6333","1,7454","28,2667","1,5687","1,6129",2,
2017,1502,QUÍMICA (LICENCIATURA),222,CENTRO UNIVERSITÁRIO DE VOTUPORANGA,UNIFEV,Centro Universitário,Privada sem fins lucrativos,52834,Educação Presencial,3557105,Votuporanga,SP,11,11,"48,1727","1,8184","25,9091","1,2103","1,3623",2,
2017,1502,QUÍMICA (LICENCIATURA),231,FACULDADE DE SÃO BERNARDO DO CAMPO - FASB,FASB I,Faculdade,Privada sem fins lucrativos,30525,Educação Presencial,3548708,São Bernardo do Campo,SP,69,24,"65,0417","4,0996","40,5792","3,4410","3,6056",4,
2017,1502,QUÍMICA (LICENCIATURA),244,CENTRO UNIVERSITÁRIO FIEO,UNIFIEO,Centro Universitário,Privada sem fins lucrativos,20541,Educação Presencial,3534401,Osasco,SP,17,9,"45,4222","1,4464","21,7000","0,5702","0,7893",1,
2017,1502,QUÍMICA (LICENCIATURA),266,UNIVERSIDADE METODISTA DE PIRACICABA,UNIMEP,Universidade,Privada sem fins lucrativos,96571,Educação Presencial,3538709,Piracicaba,SP,19,18,"53,1500","2,4915","34,0000","2,4406","2,4533",3,
2017,1502,QUÍMICA (LICENCIATURA),271,UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Universidade,Privada sem fins lucrativos,49555,Educação Presencial,3541406,Presidente Prudente,SP,12,0,,,,,,SC,
2017,1502,QUÍMICA (LICENCIATURA),275,UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,Universidade,Privada sem fins lucrativos,96489,Educação Presencial,3524402,Jacareí,SP,2,0,,,,,,SC,
2017,1502,QUÍMICA (LICENCIATURA),295,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,Universidade,Privada sem fins lucrativos,6752,Educação Presencial,4316808,Santa Cruz do Sul,RS,6,6,"53,3833","2,5230","33,6500","2,3873","2,4213",3,
2017,1502,QUÍMICA (LICENCIATURA),298,UNIVERSIDADE PITÁGORAS UNOPAR,,Universidade,Privada com fins lucrativos,39262,Educação Presencial,4101507,Arapongas,PR,2,2,"46,9500","1,6530","39,1500","3,2237","2,8310",3,
2017,1502,QUÍMICA (LICENCIATURA),298,UNIVERSIDADE PITÁGORAS UNOPAR,,Universidade,Privada com fins lucrativos,89415,Educação Presencial,4113700,Londrina,PR,2,1,"74,9000",,"32,0000",,,SC,
2017,1502,QUÍMICA (LICENCIATURA),316,UNIVERSIDADE NOVE DE JULHO,UNINOVE,Universidade,Privada sem fins lucrativos,1134620,Educação Presencial,3550308,São Paulo,SP,39,38,"58,8263","3,2591","33,6895","2,3933","2,6098",3,
2017,1502,QUÍMICA (LICENCIATURA),316,UNIVERSIDADE NOVE DE JULHO,UNINOVE,Universidade,Privada sem fins lucrativos,1300218,Educação a Distância,3550308,São Paulo,SP,24,23,"52,7261","2,4341","33,2913","2,3328","2,3581",3,
2017,1502,QUÍMICA (LICENCIATURA),319,UNIVERSIDADE BRASIL,,Universidade,Privada sem fins lucrativos,7199,Educação Presencial,3550308,São Paulo,SP,28,20,"37,6600","0,3967","24,4900","0,9945","0,8450",1,
2017,1502,QUÍMICA (LICENCIATURA),319,UNIVERSIDADE BRASIL,,Universidade,Privada sem fins lucrativos,1119433,Educação Presencial,3515509,Fernandópolis,SP,11,9,"50,0778","2,0760","30,5889","1,9219","1,9604",3,
2017,1502,QUÍMICA (LICENCIATURA),367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Universidade,Pública Estadual,123188,Educação Presencial,3107307,Bocaiúva,MG,5,3,"52,1000","2,3495","36,9000","2,8815","2,7485",3,
2017,1502,QUÍMICA (LICENCIATURA),386,CENTRO UNIVERSITÁRIO DE GOIÁS,UNI-ANHANGÜERA,Centro Universitário,Privada com fins lucrativos,81849,Educação Presencial,5208707,Goiânia,GO,9,5,"49,6600","2,0195","32,4200","2,2003","2,1551",3,
2017,1502,QUÍMICA (LICENCIATURA),403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,19058,Educação Presencial,5300108,Brasília,DF,23,17,"49,3176","1,9732","35,3706","2,6490","2,4800",3,
2017,1502,QUÍMICA (LICENCIATURA),435,FACULDADE SANTA MARCELINA MURIAÉ - FASM,FASM,Faculdade,Privada sem fins lucrativos,35335,Educação Presencial,3143906,Muriaé,MG,14,13,"55,4385","2,8009","35,0923","2,6067","2,6552",3,
2017,1502,QUÍMICA (LICENCIATURA),449,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Universidade,Privada sem fins lucrativos,66507,Educação Presencial,4304606,Canoas,RS,9,9,"59,7333","3,3817","37,8000","3,0184","3,1092",4,
2017,1502,QUÍMICA (LICENCIATURA),472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada com fins lucrativos,9728,Educação Presencial,3301702,Duque de Caxias,RJ,46,34,"48,7735","1,8996","33,1206","2,3068","2,2050",3,
2017,1502,QUÍMICA (LICENCIATURA),494,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Universidade,Privada sem fins lucrativos,10062,Educação Presencial,4218707,Tubarão,SC,12,12,"63,0250","3,8269","31,5667","2,0705","2,5096",3,
2017,1502,QUÍMICA (LICENCIATURA),496,UNIVERSIDADE DE FRANCA,UNIFRAN,Universidade,Privada com fins lucrativos,10155,Educação Presencial,3516200,Franca,SP,7,5,"42,6400","1,0702","31,6400","2,0817","1,8288",2,
2017,1502,QUÍMICA (LICENCIATURA),527,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,PUC GOIÁS,Universidade,Privada sem fins lucrativos,74642,Educação Presencial,5208707,Goiânia,GO,21,20,"48,3550","1,8430","29,3200","1,7289","1,7574",2,
2017,1502,QUÍMICA (LICENCIATURA),547,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Universidade,Pública Estadual,11308,Educação Presencial,3304557,Rio de Janeiro,RJ,50,47,"56,6085","2,9592","42,1383","3,6781","3,4983",4,
2017,1502,QUÍMICA (LICENCIATURA),548,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Universidade,Pública Federal,11443,Educação Presencial,2111300,São Luís,MA,16,15,"55,1533","2,7624","33,3067","2,3351","2,4419",3,
2017,1502,QUÍMICA (LICENCIATURA),549,UNIVERSIDADE FEDERAL DO ACRE,UFAC,Universidade,Pública Federal,81520,Educação Presencial,1200401,Rio Branco,AC,27,23,"52,8783","2,4547","30,3739","1,8892","2,0306",3,
2017,1502,QUÍMICA (LICENCIATURA),550,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,Universidade,Pública Estadual,11592,Educação Presencial,2504009,Campina Grande,PB,55,33,"48,3030","1,8360","28,6424","1,6259","1,6784",2,
2017,1502,QUÍMICA (LICENCIATURA),568,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,Universidade,Pública Estadual,81294,Educação Presencial,2111300,São Luís,MA,16,14,"52,2643","2,3717","27,1214","1,3946","1,6389",2,
2017,1502,QUÍMICA (LICENCIATURA),568,UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,Universidade,Pública Estadual,103414,Educação Presencial,2103000,Caxias,MA,49,45,"45,1800","1,4137","25,5822","1,1606","1,2238",2,
2017,1502,QUÍMICA (LICENCIATURA),569,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Universidade,Pública Federal,12026,Educação Presencial,1501402,Belém,PA,66,42,"47,9452","1,7876","34,4643","2,5112","2,3303",3,
2017,1502,QUÍMICA (LICENCIATURA),569,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Universidade,Pública Federal,114892,Educação a Distância,1501402,Belém,PA,24,22,"48,9500","1,9235","24,8227","1,0451","1,2647",2,
2017,1502,QUÍMICA (LICENCIATURA),570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Universidade,Pública Federal,99896,Educação a Distância,2408102,Natal,RN,16,14,"55,3143","2,7841","32,9143","2,2755","2,4026",3,
2017,1502,QUÍMICA (LICENCIATURA),570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Universidade,Pública Federal,312335,Educação Presencial,2408102,Natal,RN,58,46,"58,3870","3,1997","38,0130","3,0508","3,0880",4,
2017,1502,QUÍMICA (LICENCIATURA),571,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Universidade,Pública Federal,12555,Educação Presencial,4106902,Curitiba,PR,37,17,"53,5529","2,5459","39,7706","3,3180","3,1250",4,
2017,1502,QUÍMICA (LICENCIATURA),571,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Universidade,Pública Federal,123314,Educação Presencial,4106902,Curitiba,PR,20,19,"64,8947","4,0797","42,0579","3,6658","3,7693",4,
2017,1502,QUÍMICA (LICENCIATURA),571,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Universidade,Pública Federal,1330370,Educação Presencial,4119954,Pontal do Paraná,PR,5,4,"60,2500","3,4516","39,3750","3,2579","3,3063",4,
2017,1502,QUÍMICA (LICENCIATURA),572,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Universidade,Pública Federal,12700,Educação Presencial,3303302,Niterói,RJ,24,22,"61,2409","3,5856","50,8318","5,0000","4,6464",5,
2017,1502,QUÍMICA (LICENCIATURA),572,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Universidade,Pública Federal,1100003,Educação Presencial,3306305,Volta Redonda,RJ,23,21,"63,0190","3,8261","43,7667","3,9257","3,9008",4,
2017,1502,QUÍMICA (LICENCIATURA),573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Universidade,Pública Federal,116862,Educação Presencial,3200201,Alegre,ES,19,17,"53,2824","2,5094","35,5824","2,6812","2,6382",3,
2017,1502,QUÍMICA (LICENCIATURA),573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Universidade,Pública Federal,116884,Educação Presencial,3204906,São Mateus,ES,11,10,"56,2900","2,9161","41,4900","3,5795","3,4136",4,
2017,1502,QUÍMICA (LICENCIATURA),573,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Universidade,Pública Federal,1112909,Educação Presencial,3205309,Vitória,ES,10,8,"53,8500","2,5861","41,0500","3,5126","3,2810",4,
2017,1502,QUÍMICA (LICENCIATURA),574,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,Universidade,Pública Federal,43967,Educação Presencial,3305554,Seropédica,RJ,42,18,"58,3667","3,1969","45,2944","4,1580","3,9177",4,
2017,1502,QUÍMICA (LICENCIATURA),575,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Universidade,Pública Federal,12975,Educação Presencial,3106200,Belo Horizonte,MG,24,23,"60,6087","3,5001","45,6348","4,2097","4,0323",5,
2017,1502,QUÍMICA (LICENCIATURA),575,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Universidade,Pública Federal,115220,Educação a Distância,3106200,Belo Horizonte,MG,10,7,"59,8000","3,3907","32,4429","2,2038","2,5005",3,
2017,1502,QUÍMICA (LICENCIATURA),576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Universidade,Pública Federal,13106,Educação Presencial,3136702,Juiz de Fora,MG,3,3,"55,9000","2,8633","59,7000","5,0000","4,4658",5,
2017,1502,QUÍMICA (LICENCIATURA),576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Universidade,Pública Federal,113525,Educação a Distância,3136702,Juiz de Fora,MG,6,5,"58,7200","3,2447","31,3000","2,0300","2,3337",3,
2017,1502,QUÍMICA (LICENCIATURA),576,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Universidade,Pública Federal,1166039,Educação Presencial,3136702,Juiz de Fora,MG,8,6,"59,2833","3,3209","44,5000","4,0372","3,8581",4,
2017,1502,QUÍMICA (LICENCIATURA),577,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Universidade,Pública Federal,102156,Educação Presencial,2700300,Arapiraca,AL,49,46,"52,8804","2,4550","32,4370","2,2029","2,2659",3,
2017,1502,QUÍMICA (LICENCIATURA),577,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Universidade,Pública Federal,107516,Educação Presencial,2704302,Maceió,AL,103,67,"43,1642","1,1411","30,0776","1,8441","1,6684",2,
2017,1502,QUÍMICA (LICENCIATURA),578,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Universidade,Pública Federal,13278,Educação Presencial,2927408,Salvador,BA,35,29,"50,2897","2,1047","42,4759","3,7294","3,3232",4,
2017,1502,QUÍMICA (LICENCIATURA),578,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Universidade,Pública Federal,117058,Educação Presencial,2927408,Salvador,BA,18,14,"65,5357","4,1664","43,7143","3,9177","3,9799",5,
2017,1502,QUÍMICA (LICENCIATURA),579,UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,Universidade,Pública Federal,13404,Educação Presencial,2507507,João Pessoa,PB,43,36,"51,3806","2,2522","33,0389","2,2944","2,2839",3,
2017,1502,QUÍMICA (LICENCIATURA),579,UNIVERSIDADE FEDERAL DA PARAÍBA,UFPB,Universidade,Pública Federal,1161324,Educação Presencial,2501104,Areia,PB,12,11,"37,4727","0,3714","25,3364","1,1232","0,9352",1,
2017,1502,QUÍMICA (LICENCIATURA),580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,13618,Educação Presencial,2611606,Recife,PE,27,23,"51,3913","2,2536","39,7435","3,3139","3,0488",4,
2017,1502,QUÍMICA (LICENCIATURA),580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Universidade,Pública Federal,118098,Educação Presencial,2604106,Caruaru,PE,47,46,"55,5022","2,8095","31,0000","1,9844","2,1907",3,
2017,1502,QUÍMICA (LICENCIATURA),581,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Universidade,Pública Federal,13742,Educação Presencial,4314902,Porto Alegre,RS,30,26,"62,1615","3,7101","47,8154","4,5413","4,3335",5,
2017,1502,QUÍMICA (LICENCIATURA),582,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Universidade,Pública Federal,13874,Educação Presencial,4316907,Santa Maria,RS,21,21,"60,4286","3,4757","38,1048","3,0647","3,1675",4,
2017,1502,QUÍMICA (LICENCIATURA),583,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Universidade,Pública Federal,38217,Educação Presencial,2304400,Fortaleza,CE,49,35,"48,9857","1,9283","42,0029","3,6575","3,2252",4,
2017,1502,QUÍMICA (LICENCIATURA),583,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Universidade,Pública Federal,100367,Educação a Distância,2304400,Fortaleza,CE,24,16,"50,1438","2,0849","24,9563","1,0654","1,3203",2,
2017,1502,QUÍMICA (LICENCIATURA),584,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Universidade,Pública Federal,102038,Educação Presencial,5205109,Catalão,GO,8,8,"62,0750","3,6984","38,6125","3,1419","3,2811",4,
2017,1502,QUÍMICA (LICENCIATURA),584,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Universidade,Pública Federal,102090,Educação Presencial,5211909,Jataí,GO,9,8,"51,4750","2,2649","32,6375","2,2334","2,2413",3,
2017,1502,QUÍMICA (LICENCIATURA),584,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Universidade,Pública Federal,1113070,Educação Presencial,5208707,Goiânia,GO,16,14,"48,4643","1,8578","38,5714","3,1357","2,8162",3,
2017,1502,QUÍMICA (LICENCIATURA),585,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Universidade,Pública Federal,116536,Educação Presencial,4205407,Florianópolis,SC,21,15,"60,1933","3,4439","39,2333","3,2363","3,2882",4,
2017,1502,QUÍMICA (LICENCIATURA),585,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Universidade,Pública Federal,1270372,Educação Presencial,4202404,Blumenau,SC,3,3,"67,2333","4,3960","57,1667","5,0000","4,8490",5,
2017,1502,QUÍMICA (LICENCIATURA),586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Universidade,Pública Federal,45204,Educação Presencial,3304557,Rio de Janeiro,RJ,37,33,"59,4727","3,3465","44,4727","4,0330","3,8614",4,
2017,1502,QUÍMICA (LICENCIATURA),586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Universidade,Pública Federal,120924,Educação Presencial,3302403,Macaé,RJ,11,7,"60,3286","3,4622","40,1286","3,3725","3,3949",4,
2017,1502,QUÍMICA (LICENCIATURA),586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Universidade,Pública Federal,123365,Educação a Distância,3304557,Rio de Janeiro,RJ,8,7,"50,1000","2,0790","40,3571","3,4072","3,0752",4,
2017,1502,QUÍMICA (LICENCIATURA),587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,Universidade,Pública Federal,14511,Educação Presencial,2611606,Recife,PE,40,34,"50,9647","2,1959","37,8676","3,0287","2,8205",3,
2017,1502,QUÍMICA (LICENCIATURA),587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,Universidade,Pública Federal,101800,Educação Presencial,2613909,Serra Talhada,PE,13,9,"48,9556","1,9242","24,7778","1,0382","1,2597",2,
2017,1502,QUÍMICA (LICENCIATURA),588,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Universidade,Pública Federal,1126431,Educação Presencial,4101408,Apucarana,PR,10,10,"56,9100","2,9999","42,4800","3,7300","3,5475",4,
2017,1502,QUÍMICA (LICENCIATURA),588,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Universidade,Pública Federal,1128054,Educação Presencial,4104303,Campo Mourão,PR,11,11,"50,7545","2,1675","33,9909","2,4392","2,3713",3,
2017,1502,QUÍMICA (LICENCIATURA),588,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Universidade,Pública Federal,1152564,Educação Presencial,4113700,Londrina,PR,14,14,"56,6000","2,9580","37,0286","2,9011","2,9153",3,
2017,1502,QUÍMICA (LICENCIATURA),588,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Universidade,Pública Federal,1161562,Educação Presencial,4106902,Curitiba,PR,5,4,"70,3750","4,8208","45,8000","4,2349","4,3814",5,
2017,1502,QUÍMICA (LICENCIATURA),588,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,UTFPR,Universidade,Pública Federal,1164183,Educação Presencial,4115804,Medianeira,PR,8,8,"70,8875","4,8901","39,4375","3,2674","3,6731",4,
2017,1502,QUÍMICA (LICENCIATURA),592,UNIVERSIDADE FEDERAL DE LAVRAS,UFLA,Universidade,Pública Federal,63840,Educação Presencial,3138203,Lavras,MG,59,56,"56,5000","2,9445","38,3964","3,1091","3,0679",4,
2017,1502,QUÍMICA (LICENCIATURA),595,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Universidade,Pública Federal,105674,Educação Presencial,3101607,Alfenas,MG,19,19,"58,4316","3,2057","37,0421","2,9031","2,9788",4,
2017,1502,QUÍMICA (LICENCIATURA),595,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Universidade,Pública Federal,122774,Educação a Distância,3101607,Alfenas,MG,5,5,"56,9200","3,0013","25,1400","1,0933","1,5703",2,
2017,1502,QUÍMICA (LICENCIATURA),596,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,Universidade,Pública Federal,100906,Educação Presencial,3121605,Diamantina,MG,13,13,"48,9000","1,9167","30,2385","1,8686","1,8806",2,
2017,1502,QUÍMICA (LICENCIATURA),596,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,Universidade,Pública Federal,1168156,Educação a Distância,3120300,Cristália,MG,14,14,"58,2500","3,1811","27,5786","1,4641","1,8934",2,
2017,1502,QUÍMICA (LICENCIATURA),597,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,Universidade,Pública Federal,114552,Educação Presencial,3170107,Uberaba,MG,23,18,"50,8778","2,1842","35,6222","2,6872","2,5615",3,
2017,1502,QUÍMICA (LICENCIATURA),598,UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI,UNIFEI,Universidade,Pública Federal,1165078,Educação Presencial,3132404,Itajubá,MG,13,13,"60,7154","3,5145","44,0462","3,9682","3,8548",4,
2017,1502,QUÍMICA (LICENCIATURA),599,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1122746,Educação Presencial,2933307,Vitória da Conquista,BA,8,7,"61,0857","3,5646","38,5571","3,1335","3,2413",4,
2017,1502,QUÍMICA (LICENCIATURA),599,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1123044,Educação Presencial,2925303,Porto Seguro,BA,22,10,"58,0800","3,1581","39,6900","3,3058","3,2689",4,
2017,1502,QUÍMICA (LICENCIATURA),600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,62682,Educação Presencial,2111300,São Luís,MA,22,18,"55,3611","2,7905","34,4444","2,5081","2,5787",3,
2017,1502,QUÍMICA (LICENCIATURA),600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1103315,Educação Presencial,2114007,Zé Doca,MA,22,18,"49,8944","2,0512","28,6000","1,6194","1,7274",2,
2017,1502,QUÍMICA (LICENCIATURA),600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1103319,Educação Presencial,2103307,Codó,MA,56,44,"51,8068","2,3098","29,3341","1,7311","1,8758",2,
2017,1502,QUÍMICA (LICENCIATURA),600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1103919,Educação Presencial,2100055,Açailândia,MA,16,13,"51,4769","2,2652","29,7769","1,7984","1,9151",2,
2017,1502,QUÍMICA (LICENCIATURA),600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1166780,Educação Presencial,2101202,Bacabal,MA,19,13,"57,6154","3,0953","30,8154","1,9563","2,2411",3,
2017,1502,QUÍMICA (LICENCIATURA),600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1168588,Educação Presencial,2103000,Caxias,MA,40,30,"46,9767","1,6566","27,5100","1,4537","1,5044",2,
2017,1502,QUÍMICA (LICENCIATURA),609,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,Universidade,Pública Estadual,85677,Educação Presencial,4127700,Toledo,PR,19,19,"58,0684","3,1566","43,2053","3,8403","3,6694",4,
2017,1502,QUÍMICA (LICENCIATURA),634,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Universidade,Pública Federal,101892,Educação Presencial,4304663,Capão do Leão,RS,10,9,"62,5000","3,7559","31,7556","2,0993","2,5134",3,
2017,1502,QUÍMICA (LICENCIATURA),641,UNIVERSIDADE LA SALLE,UNILASALLE,Universidade,Privada sem fins lucrativos,53473,Educação Presencial,4304606,Canoas,RS,16,13,"55,5231","2,8124","39,0000","3,2009","3,1037",4,
